formula_file,execution_time_in,timeout,exception_dbs
/home/samplingfm/Benchmarks/isolateRightmost.sk_7_481.cnf,180.0,True,False
/home/samplingfm/Benchmarks/17.sk_3_45.cnf,180.0,True,False
/home/samplingfm/Benchmarks/diagStencilClean.sk_41_36.cnf,180.0,True,False
/home/samplingfm/Benchmarks/diagStencil.sk_35_36.cnf,180.0,True,False
/home/samplingfm/Benchmarks/log2.sk_72_391.cnf,180.0,True,False
/home/samplingfm/Benchmarks/enqueueSeqSK.sk_10_42.cnf,180.0,True,False
/home/samplingfm/Benchmarks/111.sk_2_36.cnf,83.38173317909241,True,True
/home/samplingfm/Benchmarks/57.sk_4_64.cnf,180.0,True,False
/home/samplingfm/Benchmarks/karatsuba.sk_7_41.cnf,180.0,True,False
/home/samplingfm/Benchmarks/70.sk_3_40.cnf,180.0,True,False
/home/samplingfm/Benchmarks/ProcessBean.sk_8_64.cnf,180.0,True,False
/home/samplingfm/Benchmarks/xpose.sk_6_134.cnf,180.0,True,False
/home/samplingfm/Benchmarks/27.sk_3_32.cnf,24.596442461013794,True,True
/home/samplingfm/Benchmarks/tutorial1.sk_1_1.cnf,2.284775972366333,False,False
/home/samplingfm/Benchmarks/PhaseService.sk_14_27.cnf,32.14077544212341,True,True
/home/samplingfm/Benchmarks/UserServiceImpl.sk_8_32.cnf,23.940156936645508,True,True
/home/samplingfm/Benchmarks/77.sk_3_44.cnf,180.0,True,False
/home/samplingfm/Benchmarks/signedAvg.sk_8_1020.cnf,180.0,True,False
/home/samplingfm/Benchmarks/tutorial3.sk_4_31.cnf,180.0,True,False
/home/samplingfm/Benchmarks/ConcreteActivityService.sk_13_28.cnf,97.13379979133606,True,True
/home/samplingfm/Benchmarks/lss.sk_6_7.cnf,180.0,True,False
/home/samplingfm/Benchmarks/10.sk_1_46.cnf,24.046862602233887,True,True
/home/samplingfm/Benchmarks/NotificationServiceImpl2.sk_10_36.cnf,180.0,True,False
/home/samplingfm/Benchmarks/53.sk_4_32.cnf,109.14875817298889,True,True
/home/samplingfm/Benchmarks/55.sk_3_46.cnf,180.0,True,False
/home/samplingfm/Benchmarks/63.sk_3_64.cnf,180.0,True,False
/home/samplingfm/Benchmarks/35.sk_3_52.cnf,180.0,True,False
/home/samplingfm/Benchmarks/IssueServiceImpl.sk_8_30.cnf,19.42322063446045,True,True
/home/samplingfm/Benchmarks/79.sk_4_40.cnf,180.0,True,False
/home/samplingfm/Benchmarks/51.sk_4_38.cnf,180.0,True,False
/home/samplingfm/Benchmarks/reverse.sk_11_258.cnf,180.0,True,False
/home/samplingfm/Benchmarks/109.sk_4_36.cnf,180.0,True,False
/home/samplingfm/Benchmarks/GuidanceService2.sk_2_27.cnf,4.1809563636779785,True,True
/home/samplingfm/Benchmarks/80.sk_2_48.cnf,180.0,True,False
/home/samplingfm/Benchmarks/7.sk_4_50.cnf,180.0,True,False
/home/samplingfm/Benchmarks/IterationService.sk_12_27.cnf,44.40582227706909,True,True
/home/samplingfm/Benchmarks/polynomial.sk_7_25.cnf,71.71052718162537,False,False
/home/samplingfm/Benchmarks/36.sk_3_77.cnf,180.0,True,False
/home/samplingfm/Benchmarks/tableBasedAddition.sk_240_1024.cnf,131.93419361114502,False,False
